Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change
40,Non-binary,Bachelor's,Widowed,32583,794,25038,Business,Unemployed,2,Fair,0.490590075,79888,1,Bellborough,AS,Bulgaria,0,2
53,Male,PhD,Divorced,57921,723,37583,Business,Unemployed,16,Good,0.34636733704036826,42219,2,Port Krista,OH,Trinidad and Tobago,1,0
26,Female,Bachelor's,Single,,669,27748,Business,Self-employed,15,Poor,0.5054440959885427,61330,1,Heidiville,WV,Sri Lanka,3,0
29,Non-binary,Bachelor's,Married,,623,17438,Home,Employed,3,Fair,0.2598544828921928,259170,4,Johnstonton,PR,French Guiana,3,2
37,Non-binary,PhD,Married,113829,723,,Auto,Unemployed,3,Poor,0.40363769358980706,170556,3,Port Jenniferburgh,AL,Nigeria,4,0
43,Non-binary,PhD,Widowed,83769,677,,Home,Employed,14,Excellent,0.49304882224747293,167954,1,Stephentown,GU,Libyan Arab Jamahiriya,4,2
65,Non-binary,PhD,Single,90959,734,33379,Home,Unemployed,6,Excellent,0.5680787407284724,,1,West Ryan,AK,Barbados,1,2
21,Male,PhD,Widowed,,625,18789,Business,Employed,10,Excellent,0.5467255968986396,230213,,Gutierreztown,NM,Latvia,4,2
65,Female,PhD,Single,119532,724,,Home,Employed,7,Good,0.2097820848683025,21580,4,Port Phillip,ME,Algeria,0,0
55,Non-binary,High School,Widowed,20972,,8065,Home,Self-employed,16,Poor,0.1549456073490972,256748,3,New Andrew,MO,Korea,4,1
55,Female,PhD,Widowed,,742,40453,Personal,Employed,5,Poor,0.5140068569942956,102205,3,West Christopherhaven,PW,Russian Federation,,0
45,Male,PhD,Married,72032,783,25377,Personal,Self-employed,6,Fair,0.35669698915305803,,4,West Melissa,OH,Peru,1,2
23,Male,PhD,Married,40319,705,17280,Auto,Employed,0,Good,0.45322885108820765,142690,3,Jessicachester,MP,Solomon Islands,0,0
34,Non-binary,High School,Single,50632,765,,Business,Unemployed,17,Excellent,0.40929033831441575,204062,4,Port Colleen,IN,Morocco,3,0
41,Non-binary,PhD,Divorced,28417,788,20660,Business,Employed,10,Fair,0.20491535599101315,97524,4,Bakerchester,DE,Madagascar,2,1
45,Male,High School,Single,99852,644,27081,Personal,Employed,1,Excellent,0.3080021307974484,138175,2,New Tammy,NV,Yemen,3,0
38,Female,Bachelor's,Divorced,96023,643,33080,Home,Employed,18,Poor,0.31965217316945704,,2,Ericborough,AK,Slovakia (Slovak Republic),2,0
56,Female,High School,Married,38227,643,34048,Business,Self-employed,18,Good,0.23597688000921738,173876,4,Port Christopherfurt,TN,Burkina Faso,0,2
33,Non-binary,High School,Married,67796,732,31507,Business,Self-employed,14,Fair,0.2726203867742537,164407,4,Walkerside,IA,Christmas Island,2,1
53,Male,High School,Widowed,78968,710,,Business,Unemployed,2,Fair,0.3069523580511291,,,Lake Meganview,RI,Sao Tome and Principe,3,1
43,Male,PhD,Married,53926,673,,Home,Self-employed,17,Excellent,0.15317273577092835,194023,,Timothychester,NM,Brunei Darussalam,0,2
59,Female,High School,Single,90605,725,15170,Auto,Self-employed,13,Good,0.24760285069178292,51584,2,Trantown,TX,Timor-Leste,1,2
57,Male,Bachelor's,Single,,689,5941,Home,Self-employed,0,Fair,0.14340885640395903,236804,3,Lake Phillip,AK,Moldova,3,2
69,Non-binary,Master's,Divorced,68960,651,,Auto,Employed,2,Good,0.1746938513629561,178177,4,North Melanie,PW,Zimbabwe,1,2
66,Male,PhD,Divorced,90320,796,16556,Auto,Unemployed,17,Excellent,0.5572325053279177,95170,1,Lake Gene,DE,Cuba,1,0
61,Female,High School,Single,113786,623,7420,Business,Employed,19,Good,0.23018912739107314,216378,0,Robertsonberg,TX,Palau,4,0
34,Male,Master's,Widowed,34718,672,22504,Auto,Unemployed,7,Poor,0.17234648998790378,,1,Joshuaport,AK,French Polynesia,0,1
66,Non-binary,PhD,Widowed,46173,629,41741,Auto,Self-employed,3,Excellent,0.593142138,,3,Port Stephenfort,SC,Congo,2,2
23,Non-binary,Bachelor's,Widowed,43466,782,9619,Business,Unemployed,11,Good,0.48979578049983363,182822,4,Lake Stephanieborough,CT,Norfolk Island,3,0
27,Non-binary,Bachelor's,Divorced,102542,708,36545,Home,Unemployed,4,Poor,0.1156688882034965,61345,,Port Ryanshire,SD,Egypt,4,0
44,Non-binary,High School,Single,45274,773,44332,Auto,Self-employed,14,Good,0.21094928363151447,,3,South Nathan,IL,Tonga,4,0
22,Female,Master's,Widowed,111499,686,35434,Personal,Unemployed,13,Good,0.30470504874546367,187389,1,Butlerview,MN,Vanuatu,0,0
44,Non-binary,High School,Divorced,75578,721,26122,Business,Employed,10,Fair,0.5507586443900733,50286,1,Port Jacqueline,MS,Paraguay,3,0
61,Non-binary,Master's,Widowed,68875,700,15006,Personal,Self-employed,14,Excellent,0.24226290853938262,295485,2,Medinatown,IN,Mexico,1,1
24,Non-binary,Bachelor's,Divorced,81671,,11384,Personal,Self-employed,13,Excellent,0.5484680922156431,182275,0,Richardside,IN,Montenegro,2,1
67,Female,PhD,Divorced,99833,,21660,Personal,Employed,7,Fair,0.5945292552914809,275952,1,Suttonchester,ND,Uruguay,4,2
18,Female,Bachelor's,Widowed,56973,652,,Personal,Unemployed,16,Excellent,0.24665873199840707,,0,Port Janiceland,NC,Afghanistan,,0
21,Non-binary,Master's,Widowed,,,,Personal,Self-employed,6,Fair,0.23759872319704942,167092,2,Morrisbury,MO,Tuvalu,,2
47,Female,Bachelor's,Married,101751,672,47790,Auto,Unemployed,3,Excellent,0.49552556298538897,243208,,Hernandeztown,WV,Tuvalu,3,0
60,Non-binary,High School,Married,102979,,32501,Personal,Employed,17,Good,0.5815620972102945,278571,0,Brookemouth,UT,Colombia,0,2
53,Female,High School,Married,28294,638,11446,Personal,Unemployed,13,Poor,0.5140075536702193,249464,,West Randallberg,NC,Saudi Arabia,4,0
59,Non-binary,PhD,Widowed,89669,667,,Auto,Unemployed,0,Poor,0.12917790296545076,78705,0,North Ashleychester,MI,American Samoa,3,1
26,Female,PhD,Married,27004,774,30241,Personal,Employed,15,Excellent,0.18176791459253153,124383,4,Petersonview,DC,Isle of Man,1,2
64,Male,PhD,Married,,735,46340,Auto,Unemployed,7,Good,0.38543771631744794,286592,4,Port Samantha,GA,Falkland Islands (Malvinas),3,0
21,Non-binary,Bachelor's,Single,70109,612,6735,Business,Employed,16,Excellent,0.13060319548090601,243232,3,West James,MA,Burkina Faso,4,1
56,Female,Master's,Divorced,106371,670,35762,Auto,Employed,0,Poor,0.33583311402633065,,4,Jasonbury,HI,Latvia,3,0
43,Female,Bachelor's,Widowed,61341,693,,Auto,Unemployed,15,Poor,0.3751919345686964,169601,4,South Keithtown,NM,Micronesia,0,2
20,Non-binary,Master's,Divorced,73619,776,13794,Auto,Employed,12,Excellent,0.3620481868194193,,1,Daniellefurt,RI,Senegal,3,0
23,Female,PhD,Divorced,95096,772,22811,Home,Employed,1,Excellent,0.153546817,77065,4,Baldwinhaven,NY,Equatorial Guinea,,0
56,Female,High School,Single,85057,679,35548,Auto,Employed,17,Fair,0.3266445373351323,140260,0,Michellechester,AS,Equatorial Guinea,1,1
27,Male,Bachelor's,Divorced,42844,778,8356,Home,Self-employed,12,Poor,0.5535289900822474,213600,,Bruceville,MN,Iran,1,0
46,Non-binary,PhD,Widowed,,734,37022,Home,Employed,6,Excellent,0.5662870134956587,214242,0,East Jacqueline,RI,Saint Vincent and the Grenadines,0,2
53,Male,High School,Widowed,78073,702,16467,Home,Employed,5,Poor,0.1907912619627871,84303,,Zacharyland,VA,French Polynesia,3,0
57,Male,PhD,Divorced,,721,,Personal,Employed,7,Poor,0.5781708912749611,229166,3,Williamshire,GA,Bolivia,0,2
42,Male,PhD,Divorced,63093,,,Auto,Self-employed,6,Poor,0.4190742728196084,154325,4,Christopherview,NY,Belgium,1,1
52,Female,Master's,Single,116102,686,,Business,Self-employed,17,Fair,0.3151239133656867,48208,1,East Levi,UT,Timor-Leste,4,1
57,Male,Master's,Single,38961,679,21041,Business,Self-employed,10,Excellent,0.3315038383971689,,1,Johnchester,GU,Colombia,,0
69,Female,Bachelor's,Married,94217,,7716,Personal,Employed,18,Good,0.20105440165598829,70470,3,South Marissatown,MS,Seychelles,0,0
30,Non-binary,PhD,Single,119332,630,17468,Business,Employed,17,Fair,0.4641144963886499,140795,1,Gravesberg,VT,Samoa,1,2
59,Male,PhD,Married,30511,643,11574,Home,Self-employed,2,Good,0.16189538022367697,48476,3,Wrightfurt,CO,Nepal,2,2
45,Female,Bachelor's,Divorced,52308,642,20464,Personal,Employed,0,Good,0.13392661885230264,150368,2,Butlerborough,WI,Cayman Islands,0,0
51,Non-binary,High School,Divorced,22966,680,16220,Home,Self-employed,4,Fair,0.5889029618798025,272497,2,Christopherbury,VI,Tanzania,2,0
33,Female,PhD,Single,,,10889,Business,Unemployed,6,Excellent,0.5778167803455824,209245,4,Kellyton,GA,Philippines,0,0
54,Non-binary,PhD,Divorced,24454,700,,Home,Employed,6,Poor,0.27256177591119923,206548,,Wadeshire,CA,United Arab Emirates,3,0
67,Female,Bachelor's,Single,68330,741,18473,Home,Unemployed,13,Fair,0.18268350866223035,276021,2,Johnstonchester,NM,Pakistan,3,2
61,Non-binary,Master's,Married,66779,758,12224,Home,Employed,4,Poor,0.1669364473672785,293439,4,New Douglas,PW,Macao,,0
40,Female,PhD,Single,50785,675,14584,Auto,Self-employed,4,Excellent,0.11110604325938964,201731,0,Mooreport,AK,Guinea,4,1
67,Non-binary,PhD,Divorced,117384,768,43310,Personal,Self-employed,14,Fair,0.2302495551337451,193887,,East Eileen,CT,Angola,0,1
21,Male,High School,Married,,717,18045,Business,Unemployed,2,Excellent,0.3361133444352853,94833,1,Johnsonshire,NC,Samoa,3,2
50,Female,Master's,Widowed,43950,630,6850,Personal,Employed,10,Fair,0.5563812438240852,255166,,Kevinport,UT,United States of America,1,1
18,Male,High School,Single,108479,756,,Personal,Unemployed,1,Fair,0.19940607326647522,155479,,Hardingland,PR,Palestinian Territory,,1
33,Non-binary,Bachelor's,Single,106994,727,26924,Personal,Self-employed,16,Good,0.4614018760869081,294932,0,Andersonfurt,MO,Bulgaria,3,0
62,Non-binary,Bachelor's,Single,81710,722,18018,Auto,Unemployed,16,Fair,0.22868756417016048,21583,4,Lake Michael,OR,Cuba,3,0
30,Female,PhD,Divorced,111005,731,34657,Personal,Employed,6,Excellent,0.15684426572103063,72186,2,Myersfort,LA,Bouvet Island (Bouvetoya),3,1
34,Female,Bachelor's,Divorced,110073,662,16416,Auto,Unemployed,10,Fair,0.16933816907755098,111987,0,New Michael,VA,Barbados,,1
50,Male,Master's,Divorced,78051,,27463,Business,Employed,3,Excellent,0.44654493409437324,286710,,South Tammy,UT,Turkey,0,0
39,Non-binary,Master's,Widowed,110197,642,13407,Business,Employed,13,Good,0.5143868050314216,249792,0,Paulberg,RI,Romania,0,1
59,Male,Bachelor's,Married,110444,726,,Auto,Self-employed,6,Fair,0.49695959344879603,,0,Lake Nicole,NH,Central African Republic,2,2
49,Male,Master's,Divorced,73625,,40628,Auto,Employed,7,Excellent,0.27785728214153105,194744,2,Sanchezburgh,TX,Ghana,0,2
47,Non-binary,PhD,Married,48892,623,42009,Auto,Unemployed,5,Fair,0.4813893343622405,199557,1,South Sharon,IL,Finland,4,1
43,Female,Master's,Divorced,95400,768,44512,Auto,Unemployed,19,Fair,0.14540040021225134,125061,1,New Michael,MD,Indonesia,2,2
46,Female,Master's,Widowed,108271,604,29454,Business,Employed,7,Good,0.563960886,212570,0,East Katherine,TN,Zambia,4,1
62,Male,PhD,Married,102805,735,34741,Personal,Unemployed,15,Good,0.5928821890552836,132461,4,Port Rebeccaville,MD,Iceland,4,0
44,Female,Bachelor's,Divorced,44136,793,,Business,Employed,10,Fair,0.18227567994960672,203769,2,Lake Justin,ND,Palestinian Territory,2,2
67,Female,High School,Married,73276,717,44581,Auto,Employed,0,Poor,0.24591098331416303,298985,1,Waynestad,RI,Western Sahara,2,0
53,Female,Bachelor's,Single,,,34580,Auto,Employed,5,Poor,0.4348014801332838,96142,3,Victorbury,MS,Niger,2,1
62,Female,High School,Married,45367,,49500,Personal,Employed,11,Good,0.5079752490326137,38681,0,Valeriechester,NE,Armenia,2,2
23,Non-binary,PhD,Married,43107,652,47148,Business,Unemployed,7,Excellent,0.23696105515942675,52635,3,Port Shelbyport,NM,Niger,,2
62,Non-binary,High School,Single,50054,669,32562,Business,Self-employed,14,Excellent,0.39873125265401044,260959,0,New Danielle,AR,Eritrea,1,1
42,Male,PhD,Married,37745,,22859,Personal,Unemployed,16,Poor,0.10614233588047725,80013,4,East Zacharyville,TX,British Indian Ocean Territory (Chagos Archipelago),,0
46,Non-binary,High School,Married,27089,720,35207,Home,Self-employed,15,Excellent,0.5773772130756469,75245,3,New Deborah,CT,Morocco,0,1
27,Non-binary,PhD,Divorced,54019,738,,Business,Employed,4,Good,0.32015803755503314,130143,4,Andersonfort,HI,France,3,2
26,Male,PhD,Widowed,54407,,29001,Home,Self-employed,14,Good,0.3295294261934315,,2,North Stevenhaven,MS,Montserrat,,1
29,Male,Bachelor's,Divorced,87857,665,39679,Business,Unemployed,12,Excellent,0.4418311612462029,231160,1,Mariahburgh,ID,Cote d'Ivoire,,0
45,Non-binary,PhD,Single,24476,616,38874,Home,Employed,1,Excellent,0.38697929497767247,210576,1,East Leeville,VT,Portugal,4,1
40,Female,PhD,Widowed,,644,23180,Personal,Self-employed,1,Excellent,0.27314246961831756,74170,4,North Ian,WA,Eritrea,1,0
19,Male,High School,Divorced,92855,615,46036,Personal,Employed,11,Good,0.2460126578278173,152805,2,West Brentburgh,DC,Liberia,4,2
48,Male,Bachelor's,Married,56790,744,11069,Business,Unemployed,12,Good,0.1033224482607045,91957,3,Port Johnshire,PW,Nicaragua,0,2
53,Male,High School,Divorced,81877,691,32324,Auto,Employed,0,Fair,0.15481120967807102,,,West Ryan,MI,Vanuatu,3,1
56,Male,Bachelor's,Single,37878,,,Auto,Employed,14,Fair,0.3833731737234165,113274,0,Lake Chelseaberg,AK,Somalia,0,0
51,Non-binary,PhD,Married,,630,20738,Business,Employed,13,Excellent,0.25936715254942944,182356,2,East Angie,PW,Austria,0,2
24,Non-binary,Master's,Married,88595,765,49046,Auto,Self-employed,3,Poor,0.23308863129157717,214936,0,New Justin,ME,Syrian Arab Republic,4,1
67,Female,Master's,Single,66576,651,28129,Business,Self-employed,16,Poor,0.3362735475308789,253493,0,Lake Aaronshire,WA,Uzbekistan,3,0
18,Male,Master's,Single,95876,797,21839,Home,Employed,6,Excellent,0.14753699120260758,64401,1,Port Michael,VT,Equatorial Guinea,,1
64,Non-binary,Bachelor's,Married,108762,724,21553,Home,Employed,17,Fair,0.5878450653497348,149028,3,South Brian,IL,Luxembourg,3,1
29,Female,Master's,Widowed,76422,,14701,Auto,Employed,18,Excellent,0.33612804188011414,,0,North Larry,PW,Yemen,3,0
39,Female,Bachelor's,Married,64273,777,46308,Business,Self-employed,6,Excellent,0.15029531518774472,154005,2,Matthewview,DE,Dominican Republic,0,0
59,Male,Bachelor's,Single,59950,796,,Auto,Employed,11,Good,0.10625083057339216,,2,New Jacquelinehaven,AL,Somalia,1,1
24,Non-binary,Bachelor's,Married,94714,779,12184,Personal,Unemployed,3,Excellent,0.3578028542178894,297324,2,South Christopher,UT,Nepal,1,0
53,Non-binary,High School,Widowed,90043,643,25773,Business,Employed,11,Good,0.29983784022541426,,2,South Valeriechester,PA,Indonesia,2,1
65,Non-binary,High School,Single,54593,628,49092,Auto,Self-employed,0,Good,0.4155777697597923,155171,2,Alexanderbury,MP,Papua New Guinea,1,0
48,Male,Master's,Divorced,116665,787,12157,Personal,Unemployed,3,Good,0.445538131,21333,1,North Shannonmouth,MS,San Marino,1,0
48,Female,PhD,Married,,691,27307,Home,Self-employed,14,Good,0.12182062158255288,178877,4,Adrianfurt,LA,Serbia,4,0
69,Non-binary,PhD,Married,42487,640,17620,Auto,Employed,1,Poor,0.329723591,52473,0,East Jennaton,IN,Equatorial Guinea,1,1
49,Male,Bachelor's,Single,28301,661,48974,Business,Self-employed,17,Poor,0.5175006835067526,204270,4,South Amanda,ID,Lithuania,1,1
51,Non-binary,Master's,Widowed,90561,659,5141,Auto,Unemployed,7,Excellent,0.15216879185845575,33050,3,Baldwinbury,NH,Fiji,,2
35,Non-binary,Bachelor's,Widowed,,606,42141,Personal,Self-employed,1,Excellent,0.5129398014288564,143365,3,North Toni,PA,Falkland Islands (Malvinas),1,1
46,Male,Master's,Married,,757,,Personal,Unemployed,15,Excellent,0.29783570734398246,241201,3,Pereztown,CA,United States of America,4,2
55,Non-binary,Master's,Divorced,104192,741,38688,Auto,Employed,2,Poor,0.559545823,158706,4,Robertstown,MT,Australia,,0
29,Female,Bachelor's,Divorced,,727,12009,Personal,Employed,10,Excellent,0.2003010492880318,107759,4,North Cassandrastad,WI,Singapore,4,0
32,Female,High School,Married,78479,701,17549,Home,Employed,15,Excellent,0.12821346629289912,269377,3,South Alejandro,CO,Togo,,2
59,Female,PhD,Single,,659,17748,Personal,Employed,1,Excellent,0.5062102316083331,213258,1,Tracytown,SC,Saudi Arabia,3,1
56,Male,Master's,Married,65101,614,,Business,Self-employed,17,Poor,0.36982673263255517,120760,2,Fosterhaven,HI,Egypt,3,2
39,Non-binary,PhD,Married,58458,779,42648,Home,Unemployed,4,Excellent,0.29307074359575747,195287,0,Lake Lee,SD,Somalia,3,2
46,Non-binary,High School,Divorced,107242,613,10917,Auto,Employed,17,Good,0.2403097655822011,129237,3,Matthewshire,MO,Peru,2,2
46,Non-binary,PhD,Married,,749,14094,Personal,Unemployed,17,Good,0.4819958370333576,,,Charlesbury,NJ,Tonga,4,1
25,Non-binary,Bachelor's,Widowed,,763,10963,Home,Unemployed,10,Poor,0.15842912697953446,56506,3,Grahamshire,TN,Cambodia,3,0
66,Male,Bachelor's,Widowed,38423,790,8534,Business,Employed,16,Good,0.3855556665188856,231882,2,Parkerfort,ME,Sao Tome and Principe,0,2
28,Non-binary,Master's,Single,68001,690,23940,Business,Unemployed,15,Good,0.2921082601153461,191836,4,North Ernest,TX,Isle of Man,4,2
65,Male,Bachelor's,Single,21195,753,,Personal,Self-employed,2,Excellent,0.43225609103071805,22528,3,New Davidberg,CT,Vanuatu,3,0
45,Male,Master's,Married,110203,639,31269,Auto,Self-employed,17,Fair,0.2819373995462846,237232,,Waltersshire,MT,Cote d'Ivoire,1,1
63,Male,Master's,Married,66996,675,31457,Auto,Unemployed,1,Poor,0.12705697328795376,,4,Cynthiafort,VT,United States Minor Outlying Islands,3,2
37,Female,PhD,Widowed,70559,744,40422,Auto,Unemployed,12,Fair,0.24186932432774091,49173,4,Debbieburgh,LA,Burkina Faso,4,2
31,Male,Master's,Divorced,110680,782,37605,Business,Employed,8,Excellent,0.30257592005225264,123105,3,Jamesstad,VA,Greece,0,0
67,Non-binary,Bachelor's,Married,58664,652,9748,Business,Employed,8,Fair,0.4075696192128734,281653,2,Charleschester,SC,Senegal,,2
39,Female,PhD,Married,92076,,8454,Personal,Self-employed,13,Good,0.22312867649546017,49166,0,North Robert,ND,Cook Islands,3,1
25,Male,High School,Married,92231,672,,Personal,Self-employed,2,Good,0.5060640437378583,180522,4,Charlesstad,MN,Vanuatu,0,0
29,Male,PhD,Widowed,83211,754,49587,Home,Employed,3,Fair,0.4378621033053598,209931,4,Bennettbury,CA,Jordan,4,0
65,Male,Bachelor's,Widowed,98314,625,27295,Auto,Employed,3,Excellent,0.45598540097875206,292546,3,North Ronaldfort,SC,Serbia,2,1
65,Male,Bachelor's,Divorced,42887,677,27628,Business,Self-employed,14,Fair,0.13517620999848404,218768,,Michaelhaven,FL,Cuba,2,0
66,Non-binary,PhD,Married,111544,748,22812,Home,Self-employed,7,Fair,0.5514040297278429,281631,3,Hernandezchester,OH,Malawi,0,0
42,Male,Master's,Single,113528,648,29365,Auto,Self-employed,18,Excellent,0.45225726385827114,,,Cooperchester,WY,Western Sahara,1,1
24,Non-binary,PhD,Single,26421,688,,Business,Unemployed,15,Good,0.23294065737678457,235915,3,East Ryanborough,MA,Ecuador,,0
66,Female,Master's,Single,33107,794,13463,Business,Self-employed,16,Fair,0.21298516520207486,24387,4,East Dan,ID,Saint Martin,0,0
34,Female,PhD,Divorced,22703,665,31274,Auto,Self-employed,11,Excellent,0.4179622840327064,103999,0,New Kiara,CA,Oman,4,0
59,Female,High School,Single,68120,657,34122,Home,Employed,17,Excellent,0.550016182,100167,1,Perkinsbury,ME,Cote d'Ivoire,3,2
28,Female,Bachelor's,Single,,,26313,Auto,Employed,5,Excellent,0.39517829356261436,143358,2,Dianaport,TN,Comoros,1,0
41,Female,Bachelor's,Single,76251,,46890,Business,Employed,19,Excellent,0.4713150652016832,172640,3,Heatherside,NJ,Samoa,0,2
55,Non-binary,High School,Married,,630,43060,Home,Unemployed,10,Good,0.2904836797541659,201544,2,Jimenezstad,VI,Armenia,1,1
42,Male,Master's,Single,57462,,,Home,Self-employed,11,Good,0.5055556841056275,,4,North Barbarahaven,MN,Egypt,0,0
52,Female,High School,Married,110179,749,42559,Personal,Self-employed,15,Fair,0.5256265344720014,132745,2,North William,VI,Western Sahara,2,1
52,Male,High School,Divorced,90599,,27319,Business,Unemployed,14,Good,0.46809060753469667,176205,1,Christophermouth,VT,Poland,4,2
32,Female,High School,Divorced,96230,671,48015,Home,Unemployed,19,Excellent,0.538377405,96225,,Lake Brian,OR,Turkmenistan,1,2
32,Non-binary,PhD,Widowed,,639,38116,Home,Unemployed,7,Poor,0.4140806260950254,158540,1,New Samanthastad,NC,Hong Kong,1,0
28,Female,Bachelor's,Widowed,42030,665,15203,Auto,Self-employed,3,Fair,0.10151376913896157,120645,4,Michaelchester,WA,Armenia,1,0
63,Male,Bachelor's,Divorced,97614,601,40182,Home,Self-employed,17,Fair,0.4700573708189386,240712,4,North Tammy,FL,Colombia,4,0
51,Male,PhD,Married,104075,693,49212,Auto,Employed,10,Fair,0.29726712730367466,45516,2,Walkermouth,NC,Palau,2,1
53,Male,High School,Married,71885,,18657,Auto,Employed,9,Excellent,0.3248964722952885,111903,0,West Brandy,WI,Kenya,0,0
24,Female,High School,Married,115157,737,33707,Home,Employed,2,Fair,0.2875782313640558,281687,0,West Brittney,AR,Sierra Leone,1,0
58,Male,Bachelor's,Divorced,49482,729,19101,Auto,Unemployed,9,Poor,0.3997012214965706,261115,,New Robertchester,UT,Thailand,2,0
33,Male,Master's,Single,91980,668,20234,Home,Self-employed,19,Poor,0.24726108259333976,182945,,Dawnbury,TX,Oman,3,1
67,Male,Master's,Widowed,31333,770,21238,Personal,Employed,15,Fair,0.12386905989482702,101545,2,Lake Kellyfort,LA,Fiji,0,1
47,Female,Bachelor's,Divorced,29605,649,24539,Auto,Unemployed,1,Poor,0.4328430171150205,,1,Mccoyhaven,DE,Antarctica (the territory South of 60 deg S),3,1
29,Non-binary,PhD,Divorced,67361,,,Personal,Unemployed,10,Excellent,0.20668304809433694,289761,4,Port Ashleyland,AK,Russian Federation,3,0
63,Male,High School,Married,33403,627,36664,Personal,Employed,2,Poor,0.2065818086325902,24674,3,Harrisonside,PA,Afghanistan,3,0
56,Non-binary,Master's,Widowed,77751,683,42422,Home,Employed,15,Excellent,0.4626289239170819,206056,0,Port Sabrinaberg,LA,Lao People's Democratic Republic,3,1
36,Non-binary,PhD,Married,35091,770,49689,Home,Employed,3,Good,0.31715391833019024,,3,Jeffreytown,OH,Puerto Rico,3,2
66,Female,Bachelor's,Divorced,,,21664,Personal,Unemployed,8,Good,0.5776424446935746,84324,4,Henrymouth,NJ,Micronesia,,1
35,Non-binary,PhD,Single,69190,,46942,Home,Employed,1,Poor,0.45722760031367493,250140,0,Bensonshire,PR,Ireland,,1
48,Female,Bachelor's,Single,,760,42889,Home,Self-employed,6,Poor,0.18324046985245032,154026,4,Armstrongton,PW,United States Virgin Islands,1,1
36,Male,Master's,Married,112302,793,12611,Business,Unemployed,9,Excellent,0.3602790781218268,228333,1,West Peter,PR,Guyana,0,2
49,Female,Master's,Married,43039,671,,Personal,Self-employed,1,Poor,0.43873238803521764,,3,Monroetown,GA,Latvia,,2
59,Male,High School,Married,21316,682,13911,Personal,Unemployed,5,Good,0.16829244370180632,80096,4,Port Hannah,NM,Tajikistan,2,0
38,Male,Master's,Widowed,90600,684,27579,Business,Employed,18,Fair,0.37853371771954547,76653,3,Port Brianamouth,SD,Canada,4,0
26,Male,PhD,Married,81336,644,24553,Business,Employed,12,Good,0.408051121,239452,2,Gonzalesstad,KS,Libyan Arab Jamahiriya,0,0
32,Non-binary,Bachelor's,Married,,783,19968,Business,Employed,12,Good,0.23449542449107688,221285,1,Jenniferburgh,CA,Myanmar,,1
32,Female,Master's,Widowed,94165,709,12136,Personal,Self-employed,10,Excellent,0.4775341271707676,170005,1,Hunterview,CA,Kyrgyz Republic,3,0
42,Male,Bachelor's,Widowed,,617,38085,Business,Self-employed,16,Excellent,0.1952635074804828,,,Susanton,DC,Saint Kitts and Nevis,,2
67,Female,High School,Married,38300,716,29966,Auto,Unemployed,5,Excellent,0.18815422971454207,264088,0,Lake Jasonside,RI,Sudan,4,1
31,Non-binary,Bachelor's,Single,81046,657,18011,Business,Employed,17,Excellent,0.38740610226226013,79741,4,South Jeff,TX,Aruba,0,1
25,Non-binary,PhD,Divorced,52151,740,,Business,Unemployed,11,Excellent,0.25549910897208183,142648,4,Port Robert,VI,Luxembourg,4,0
27,Male,Master's,Divorced,,687,37065,Home,Unemployed,12,Good,0.10909113905614218,222337,3,Port Sierra,NE,Saint Lucia,4,0
18,Male,Bachelor's,Widowed,,777,29282,Business,Self-employed,1,Poor,0.3041549644107452,,3,Christensentown,MI,Pitcairn Islands,3,0
46,Non-binary,Master's,Married,34003,748,8990,Personal,Self-employed,17,Poor,0.528900546,,3,Lake Sarahburgh,FL,Israel,,2
22,Non-binary,Master's,Married,117677,687,49257,Business,Unemployed,16,Fair,0.37295589797806716,,2,New Daniel,NH,Myanmar,,1
22,Non-binary,PhD,Divorced,42443,619,,Business,Unemployed,11,Fair,0.4488615671137741,292891,0,West Chelsea,GA,Cook Islands,1,2
29,Male,PhD,Married,49114,,31798,Personal,Self-employed,1,Good,0.333336967,42580,1,South Christianberg,DE,British Indian Ocean Territory (Chagos Archipelago),2,2
29,Female,Bachelor's,Married,32697,727,45722,Auto,Unemployed,1,Excellent,0.17658116005387278,49951,,South Jessicafurt,OK,Tuvalu,4,2
50,Female,Master's,Divorced,48520,751,14121,Personal,Unemployed,16,Good,0.5694159149785482,214041,3,Morenoborough,WA,Guinea,4,0
19,Female,PhD,Divorced,60540,748,,Personal,Employed,17,Poor,0.13984350639433377,283623,4,West Timothyton,PR,Turkmenistan,3,1
51,Male,High School,Married,21783,686,31157,Personal,Unemployed,13,Good,0.22628187775494876,22824,0,Shepardfurt,IN,Cape Verde,4,0
26,Male,High School,Divorced,35076,616,33499,Personal,Employed,4,Fair,0.30989438170549877,241425,0,North Angela,ID,Andorra,3,0
55,Male,High School,Single,64713,762,16304,Business,Self-employed,11,Fair,0.5264079189891588,244760,2,East Jacobfort,PR,Uganda,4,1
41,Female,Bachelor's,Divorced,87501,674,,Business,Employed,6,Good,0.44572110151902955,64751,1,East Harryshire,AS,Costa Rica,2,0
49,Non-binary,High School,Single,20189,631,39012,Personal,Employed,9,Fair,0.11665420543967334,,2,Birdfort,TX,Hong Kong,3,1
33,Non-binary,Master's,Married,46110,666,17624,Personal,Unemployed,0,Good,0.5688736146625226,101322,4,South Deborahborough,KS,Vanuatu,1,2
